state,county_id,county_name,icu_beds,population
Virginia,51139,Page,0,23694
Wisconsin,55015,Calumet,0,49737
Idaho,16001,Ada,105,435117
Louisiana,22009,Avoyelles,2,41095
California,06057,Nevada,10,98838
North Carolina,37033,Caswell,0,22833
Michigan,26101,Manistee,0,24432
Kansas,20175,Seward,8,22948
North Carolina,37145,Person,6,39240
Mississippi,28007,Attala,0,18731
Kentucky,21089,Greenup,0,36012
Virginia,51193,Westmoreland,0,17596
Colorado,08107,Routt,4,24359
Mississippi,28099,Neshoba,0,29437
New York,36121,Wyoming,5,40886
Michigan,26155,Shiawassee,7,68617
Missouri,29179,Reynolds,0,6361
Georgia,13229,Pierce,0,19141
Ohio,39091,Logan,6,45323
Illinois,17081,Jefferson,22,38358
Arkansas,05087,Madison,0,15907
Kentucky,21123,Larue,0,14102
Illinois,17035,Cumberland,0,10899
Ohio,39119,Muskingum,48,85933
West Virginia,54017,Doddridge,0,8570
Oklahoma,40127,Pushmataha,0,11132
South Carolina,45039,Fairfield,0,22868
Alaska,02100,Haines,0,2537
Virginia,51149,Prince George,0,37704
South Dakota,46041,Dewey,0,5709
Pennsylvania,42033,Clearfield,27,80539
Georgia,13265,Taliaferro,0,1844
West Virginia,54063,Monroe,0,13517
Missouri,29059,Dallas,0,16441
Kentucky,21131,Leslie,0,10648
Oklahoma,40001,Adair,0,22136
Vermont,50005,Caledonia,4,30576
Iowa,19047,Crawford,0,17131
Montana,30047,Lake,0,29518
Kansas,20003,Anderson,0,7840
Texas,48119,Delta,0,5172
Nebraska,31007,Banner,0,728
Alabama,01089,Madison,100,353213
Montana,30051,Liberty,0,2245
Kansas,20105,Lincoln,0,3121
Georgia,13205,Mitchell,0,22574
Florida,12051,Hendry,3,39064
Arizona,04003,Cochise,12,126516
Kentucky,21101,Henderson,12,46252
Kentucky,21015,Boone,18,127682
Colorado,08077,Mesa,44,148798
Kentucky,21085,Grayson,6,26129
Kentucky,21229,Washington,0,11999
Minnesota,27133,Rock,0,9433
Michigan,26051,Gladwin,0,25324
Louisiana,22081,Red River,0,8723
Mississippi,28089,Madison,7,102212
Georgia,13305,Wayne,12,29833
Indiana,18077,Jefferson,6,32293
Illinois,17181,Union,0,17267
Indiana,18099,Marshall,7,46752
New Mexico,35009,Curry,8,50283
Iowa,19097,Jackson,0,19409
Pennsylvania,42103,Pike,0,55687
Texas,48225,Houston,0,22849
Ohio,39107,Mercer,5,40723
Kentucky,21155,Marion,6,19335
Texas,48019,Bandera,0,21316
Missouri,29137,Monroe,0,8676
New Mexico,35061,Valencia,0,75845
Idaho,16067,Minidoka,0,20448
Illinois,17167,Sangamon,99,198134
Idaho,16073,Owyhee,0,11384
Tennessee,47117,Marshall,0,31753
Georgia,13137,Habersham,4,43878
Indiana,18039,Elkhart,35,202924
Missouri,29099,Jefferson,67,222639
South Dakota,46037,Day,0,5524
North Carolina,37149,Polk,6,20434
Nebraska,31175,Valley,0,4252
New Mexico,35021,Harding,0,546
Indiana,18103,Miami,4,36035
New Jersey,34023,Middlesex,185,837288
Texas,48443,Terrell,0,721
Illinois,17175,Stark,0,5551
Indiana,18017,Cass,5,38248
Kansas,20127,Morris,0,5605
Georgia,13275,Thomas,35,44909
Kansas,20069,Gray,0,6004
Tennessee,47123,Monroe,0,45698
Illinois,17061,Greene,0,13311
Texas,48493,Wilson,4,47205
Kentucky,21105,Hickman,0,4625
Idaho,16007,Bear Lake,0,5942
Minnesota,27169,Winona,8,50992
Nebraska,31093,Howard,0,6385
Georgia,13215,Muscogee,61,198647
Louisiana,22029,Concordia,5,20211
California,06047,Merced,24,267390
Colorado,08075,Logan,4,21885
Texas,48127,Dimmit,0,10822
North Carolina,37015,Bertie,0,19913
Texas,48033,Borden,0,602
North Dakota,38081,Sargent,0,3883
Texas,48137,Edwards,0,2111
Georgia,13189,McDuffie,0,21488
Kansas,20163,Rooks,0,5148
West Virginia,54065,Morgan,0,17510
Nebraska,31067,Gage,3,21632
Virginia,51065,Fluvanna,0,26109
Vermont,50017,Orange,2,28901
Alabama,01125,Tuscaloosa,84,204424
South Carolina,45005,Allendale,0,9402
Kentucky,21057,Cumberland,0,6744
Pennsylvania,42073,Lawrence,18,88231
Texas,48087,Collingsworth,0,3026
Kentucky,21005,Anderson,0,22017
Florida,12077,Liberty,0,8347
North Carolina,37107,Lenoir,14,57934
Indiana,18035,Delaware,36,115938
Kansas,20151,Pratt,6,9670
Nebraska,31023,Butler,0,8105
Nebraska,31089,Holt,0,10293
South Dakota,46101,Moody,0,6496
Montana,30039,Granite,0,3206
Alabama,01053,Escambia,14,37621
Georgia,13067,Cobb,119,739072
Wisconsin,55065,Lafayette,0,16755
Alabama,01095,Marshall,20,94738
Texas,48109,Culberson,0,2257
Ohio,39073,Hocking,4,28547
Montana,30097,Sweet Grass,0,3646
New York,36079,Putnam,10,99464
Kansas,20053,Ellsworth,0,6331
Texas,48099,Coryell,4,75818
Missouri,29165,Platte,0,96899
Kentucky,21221,Trigg,0,14286
Kentucky,21083,Graves,8,37259
Oklahoma,40091,McIntosh,0,19874
Kansas,20187,Stanton,0,2107
Michigan,26093,Livingston,8,186946
Wisconsin,55105,Rock,33,161226
Kentucky,21205,Rowan,10,24392
Oklahoma,40069,Johnston,0,11039
Alabama,01071,Jackson,10,52326
Alabama,01009,Blount,6,57667
Georgia,13055,Chattooga,0,24880
Washington,53073,Whatcom,24,212738
Georgia,13025,Brantley,0,18411
Missouri,29043,Christian,0,83028
Ohio,39021,Champaign,0,39005
Georgia,13217,Newton,10,105042
South Carolina,45029,Colleton,8,37581
Mississippi,28003,Alcorn,24,37242
Iowa,19183,Washington,0,22095
Georgia,13303,Washington,0,20506
Georgia,13085,Dawson,0,23397
California,06079,San Luis Obispo,46,280119
Kentucky,21091,Hancock,0,8700
Hawaii,15003,Honolulu,148,990060
Kentucky,21169,Metcalfe,0,9990
Michigan,26061,Houghton,5,36333
Texas,48095,Concho,0,3858
Indiana,18113,Noble,0,47421
Georgia,13017,Ben Hill,5,17272
Idaho,16059,Lemhi,0,7755
Alabama,01037,Coosa,0,10955
North Carolina,37017,Bladen,4,34130
North Carolina,37101,Johnston,24,186308
North Dakota,38103,Wells,0,4089
South Dakota,46129,Walworth,4,5502
Indiana,18107,Montgomery,5,38288
Pennsylvania,42109,Snyder,0,40570
Texas,48021,Bastrop,0,80306
Kansas,20207,Woodson,0,3178
Tennessee,47111,Macon,0,23239
Tennessee,47159,Smith,2,19279
Kansas,20015,Butler,16,66260
North Carolina,37077,Granville,6,58503
Oklahoma,40081,Lincoln,0,34759
Montana,30053,Lincoln,0,19249
Arkansas,05097,Montgomery,0,9059
Arizona,04025,Yavapai,39,220972
Arkansas,05149,Yell,0,21601
Missouri,29173,Ralls,0,10208
Texas,48209,Hays,42,194843
Maine,23017,Oxford,6,57230
Michigan,26047,Emmet,58,32978
Colorado,08014,Broomfield,20,64283
Virginia,51183,Sussex,0,11595
Georgia,13273,Terrell,0,8978
Oklahoma,40071,Kay,6,45173
Washington,53029,Island,6,80323
Georgia,13099,Early,0,10405
Minnesota,27113,Pennington,0,14197
Alabama,01031,Coffee,7,51073
Arkansas,05137,Stone,0,12443
Montana,30015,Chouteau,0,5812
Connecticut,09009,New Haven,186,862127
Alabama,01003,Baldwin,51,203360
Kentucky,21153,Magoffin,0,12783
North Carolina,37177,Tyrrell,0,4090
California,06099,Stanislaus,88,535684
Texas,48243,Jeff Davis,0,2236
Minnesota,27125,Red Lake,0,4017
Montana,30057,Madison,0,7902
West Virginia,54035,Jackson,0,29123
Texas,48133,Eastland,0,18278
Arizona,04023,Santa Cruz,0,46358
Arkansas,05069,Jefferson,34,71373
Arkansas,05007,Benton,30,251823
Missouri,29151,Osage,0,13610
Virginia,51600,Fairfax City,0,23580
Colorado,08103,Rio Blanco,0,6557
Indiana,18057,Hamilton,10,309687
Texas,48463,Uvalde,6,27015
Kentucky,21159,Martin,0,12175
Alaska,02013,Aleutians East,0,3338
Alabama,01061,Geneva,6,26572
Michigan,26015,Barry,0,59607
Illinois,17097,Lake,108,704476
New York,36105,Sullivan,10,75783
Alabama,01047,Dallas,18,40755
Tennessee,47073,Hawkins,6,56402
Pennsylvania,42091,Montgomery,215,818677
South Dakota,46059,Hand,0,3303
Nebraska,31003,Antelope,0,6406
Oregon,41043,Linn,11,121074
Wisconsin,55031,Douglas,0,43503
Tennessee,47177,Warren,8,40210
Illinois,17119,Madison,58,266153
Iowa,19123,Mahaska,0,22301
Montana,30095,Stillwater,0,9342
Georgia,13029,Bryan,0,34883
Iowa,19175,Union,4,12497
Texas,48491,Williamson,90,508313
West Virginia,54007,Braxton,0,14345
Mississippi,28051,Holmes,0,18267
Texas,48065,Carson,0,6033
California,06111,Ventura,139,847834
Iowa,19069,Franklin,0,10326
Tennessee,47001,Anderson,25,75538
Maine,23027,Waldo,4,39280
Iowa,19165,Shelby,0,11772
Georgia,13001,Appling,3,18471
Texas,48327,Menard,0,2123
Ohio,39075,Holmes,4,43808
Minnesota,27065,Kanabec,4,15948
Alaska,02180,Nome,0,9869
Minnesota,27149,Stevens,0,9759
Massachusetts,25011,Franklin,6,70926
Kansas,20205,Wilson,0,8858
Georgia,13267,Tattnall,0,25402
Texas,48029,Bexar,648,1892004
Missouri,29217,Vernon,6,20665
North Carolina,37085,Harnett,14,128753
Louisiana,22083,Richland,2,20619
Texas,48173,Glasscock,0,1420
Michigan,26137,Otsego,4,24247
Georgia,13259,Stewart,0,5832
Ohio,39101,Marion,15,65483
Arkansas,05041,Desha,0,12094
Texas,48197,Hardeman,0,3990
Colorado,08001,Adams,168,487850
North Carolina,37045,Cleveland,57,97038
Georgia,13161,Jeff Davis,4,14999
Iowa,19187,Webster,8,36945
Kentucky,21211,Shelby,4,45831
Virginia,51083,Halifax,12,35030
Oregon,41025,Harney,2,7195
Texas,48193,Hamilton,0,8220
Tennessee,47151,Scott,0,21949
Iowa,19081,Hancock,0,10971
Arkansas,05043,Drew,5,18620
Ohio,39125,Paulding,0,18951
Connecticut,09015,Windham,6,116674
Oregon,41031,Jefferson,0,22707
Oregon,41051,Multnomah,165,788459
Nevada,32033,White Pine,0,9858
Indiana,18065,Henry,10,48649
Idaho,16061,Lewis,0,3824
South Carolina,45011,Barnwell,0,21788
North Carolina,37075,Graham,0,8607
California,06067,Sacramento,396,1495400
Kentucky,21071,Floyd,16,37447
Georgia,13119,Franklin,8,22328
Missouri,29215,Texas,4,25714
Ohio,39049,Franklin,449,1253507
Virginia,51171,Shenandoah,0,42854
Pennsylvania,42023,Cameron,0,4754
Wisconsin,55091,Pepin,0,7282
Minnesota,27055,Houston,0,18709
Pennsylvania,42043,Dauphin,142,273329
Virginia,51520,Bristol City,0,17077
Texas,48465,Val Verde,7,48976
Iowa,19071,Fremont,0,6985
Texas,48379,Rains,0,11246
Tennessee,47053,Gibson,3,49222
Virginia,51089,Henry,0,51956
Tennessee,47125,Montgomery,21,192120
Illinois,17161,Rock Island,58,146205
Texas,48241,Jasper,6,35444
Alabama,01039,Covington,13,37519
Illinois,17047,Edwards,0,6570
Iowa,19159,Ringgold,0,4986
Indiana,18101,Martin,0,10219
Texas,48043,Brewster,3,9220
Minnesota,27089,Marshall,0,9397
New Mexico,35031,McKinley,5,72849
Oklahoma,40053,Grant,0,4458
North Dakota,38023,Divide,0,2378
California,06035,Lassen,0,31470
Florida,12081,Manatee,90,363542
Indiana,18003,Allen,170,367747
South Dakota,46095,Mellette,0,2062
Iowa,19177,Van Buren,0,7308
Montana,30059,Meagher,0,2000
Virginia,51810,Virginia Beach City,50,450057
Oklahoma,40135,Sequoyah,0,41364
Texas,48007,Aransas,0,24832
Michigan,26113,Missaukee,0,14982
Oklahoma,40051,Grady,9,54351
Iowa,19093,Ida,0,6965
Oklahoma,40149,Washita,0,11550
Texas,48371,Pecos,0,15804
Arkansas,05141,Van Buren,0,16751
Kentucky,21149,McLean,0,9361
Arkansas,05005,Baxter,17,41093
Mississippi,28013,Calhoun,0,14617
Washington,53041,Lewis,6,76012
California,06003,Alpine,0,1203
California,06055,Napa,32,141005
Idaho,16035,Clearwater,0,8533
Iowa,19015,Boone,3,26381
Kentucky,21177,Muhlenberg,6,31153
Wyoming,56043,Washakie,0,8253
Indiana,18029,Dearborn,8,49564
Florida,12117,Seminole,38,449260
California,06045,Mendocino,14,87497
Florida,12093,Okeechobee,8,40228
Colorado,08101,Pueblo,32,163368
Iowa,19099,Jasper,4,36789
Colorado,08051,Gunnison,0,16215
Minnesota,27005,Becker,8,33552
Kansas,20165,Rush,0,3119
Pennsylvania,42121,Venango,8,52880
Mississippi,28011,Bolivar,8,33121
Washington,53065,Stevens,0,43858
North Dakota,38033,Golden Valley,0,1892
South Dakota,46031,Corson,0,4177
South Carolina,45043,Georgetown,10,61065
Indiana,18053,Grant,19,67615
New Mexico,35027,Lincoln,4,19497
Florida,12039,Gadsden,0,46113
California,06095,Solano,92,434981
Ohio,39067,Harrison,0,15397
New Mexico,35015,Eddy,12,56793
Virginia,51103,Lancaster,0,10848
South Dakota,46067,Hutchinson,0,7277
Michigan,26089,Leelanau,0,21564
Maine,23011,Kennebec,16,121289
Indiana,18007,Benton,0,8685
North Carolina,37125,Moore,68,94191
Colorado,08097,Pitkin,4,17747
Alabama,01129,Washington,0,16746
Georgia,13183,Long,0,17857
New York,36039,Greene,0,47791
Texas,48449,Titus,8,32664
Texas,48267,Kimble,0,4432
Nebraska,31083,Harlan,0,3469
Mississippi,28111,Perry,0,12047
Alabama,01043,Cullman,12,81703
Missouri,29131,Miller,0,24947
Indiana,18009,Blackford,0,12214
Maryland,24003,Anne Arundel,53,564600
South Dakota,46081,Lawrence,5,25018
Illinois,17177,Stephenson,8,45839
Michigan,26057,Gratiot,0,41319
Kansas,20099,Labette,5,20553
Ohio,39161,Van Wert,5,28262
Kentucky,21173,Montgomery,4,27550
Georgia,13125,Glascock,0,3027
Missouri,29205,Shelby,0,6084
Illinois,17045,Edgar,0,17603
Virginia,51670,Hopewell City,17,22353
South Dakota,46103,Pennington,38,108126
Illinois,17173,Shelby,0,21906
Texas,48161,Freestone,0,19646
Indiana,18055,Greene,5,32431
Louisiana,22109,Terrebonne,26,113067
Missouri,29143,New Madrid,0,18030
Virginia,51023,Botetourt,0,33149
Texas,48251,Johnson,35,160173
Alabama,01015,Calhoun,24,115527
Virginia,51085,Hanover,24,103218
Kentucky,21215,Spencer,0,18012
Texas,48073,Cherokee,0,51594
Virginia,51025,Brunswick,0,16435
Kansas,20089,Jewell,0,2963
Texas,48075,Childress,0,7064
Alabama,01087,Macon,0,19358
Iowa,19151,Pocahontas,0,6972
Arizona,04013,Maricopa,1004,4155501
Pennsylvania,42127,Wayne,8,51656
South Carolina,45025,Chesterfield,6,46127
Texas,48215,Hidalgo,271,839539
Texas,48025,Bee,8,32729
Arkansas,05047,Franklin,0,17803
Vermont,50011,Franklin,0,48816
New Mexico,35039,Rio Arriba,8,39455
Tennessee,47085,Humphreys,0,18281
Minnesota,27059,Isanti,0,38584
Tennessee,47077,Henderson,0,27889
Kentucky,21063,Elliott,0,7533
Nebraska,31065,Furnas,0,4814
Louisiana,22119,Webster,16,40043
Kentucky,21147,McCreary,0,17748
Georgia,13033,Burke,0,22645
Ohio,39111,Monroe,0,14239
North Carolina,37039,Cherokee,0,27463
South Carolina,45047,Greenwood,30,69981
Florida,12113,Santa Rosa,16,166778
California,06015,Del Norte,6,27442
New York,36059,Nassau,461,1363069
Texas,48473,Waller,0,48443
Montana,30067,Park,4,16001
Tennessee,47065,Hamilton,215,354589
North Carolina,37001,Alamance,20,157844
West Virginia,54045,Logan,12,34428
Michigan,26003,Alger,0,9254
Oklahoma,40017,Canadian,8,132922
West Virginia,54087,Roane,0,14348
South Carolina,45035,Dorchester,0,151716
Kansas,20045,Douglas,10,117806
West Virginia,54041,Lewis,6,16371
Iowa,19119,Lyon,0,11745
Virginia,51021,Bland,0,6524
Florida,12031,Duval,412,912043
California,06087,Santa Cruz,22,273263
Texas,48323,Maverick,10,57471
Vermont,50023,Washington,14,58691
New Jersey,34033,Salem,19,63776
Virginia,51680,Lynchburg City,49,79237
North Carolina,37147,Pitt,71,176484
Wisconsin,55005,Barron,5,45358
Kentucky,21125,Laurel,14,59901
South Carolina,45071,Newberry,7,37914
Florida,12015,Charlotte,51,173236
Iowa,19001,Adair,0,7192
Kansas,20035,Cowley,4,35732
Rhode Island,44005,Newport,10,83204
Oklahoma,40087,McClain,0,37919
Illinois,17031,Cook,1606,5238541
Massachusetts,25015,Hampshire,11,161197
Ohio,39069,Henry,5,27463
Alabama,01079,Lawrence,6,33288
New York,36061,New York,761,1653877
Illinois,17015,Carroll,0,14704
Tennessee,47139,Polk,0,16722
Oklahoma,40049,Garvin,0,27751
Minnesota,27083,Lyon,0,25789
Montana,30079,Prairie,0,1325
Kentucky,21095,Harlan,7,27548
Kansas,20023,Cheyenne,0,2677
Wisconsin,55137,Waushara,0,24170
Georgia,13113,Fayette,37,110306
Missouri,29035,Carter,0,6255
North Dakota,38057,Mercer,0,8637
Illinois,17201,Winnebago,87,287512
Nebraska,31045,Dawes,0,8972
Georgia,13073,Columbia,0,143723
New Hampshire,33007,Coos,3,32119
Colorado,08007,Archuleta,0,12592
Mississippi,28025,Clay,6,19990
Michigan,26011,Arenac,5,15238
Virginia,51015,Augusta,12,74390
Indiana,18131,Pulaski,0,12761
Wisconsin,55078,Menominee,0,4506
Ohio,39171,Williams,7,37061
Wisconsin,55011,Buffalo,0,13243
Missouri,29229,Wright,0,18304
Nebraska,31025,Cass,0,25513
Arizona,04005,Coconino,41,138639
Texas,48195,Hansford,0,5532
Kentucky,21137,Lincoln,0,24413
South Carolina,45007,Anderson,40,194174
Minnesota,27041,Douglas,8,36891
New Mexico,35037,Quay,0,8447
South Dakota,46105,Perkins,0,2964
Mississippi,28133,Sunflower,0,26915
Missouri,29021,Buchanan,21,89425
Oregon,41061,Union,4,25810
Kansas,20027,Clay,0,8203
Texas,48259,Kendall,0,40306
Florida,12055,Highlands,38,100177
Texas,48309,McLennan,54,245720
Iowa,19027,Carroll,6,20428
Maine,23007,Franklin,5,30177
Georgia,13285,Troup,20,69433
South Carolina,45053,Jasper,4,27465
Kansas,20139,Osage,0,15894
Georgia,13151,Henry,40,217506
West Virginia,54019,Fayette,3,44602
Illinois,17203,Woodford,0,38942
Utah,49041,Sevier,0,20961
North Carolina,37095,Hyde,0,5507
Texas,48207,Haskell,0,5806
Nebraska,31147,Richardson,0,8045
Tennessee,47173,Union,0,19176
Ohio,39053,Gallia,14,30203
Michigan,26085,Lake,0,11669
Oregon,41001,Baker,2,15980
North Dakota,38075,Renville,0,2543
Missouri,29207,Stoddard,4,29634
Arkansas,05003,Ashley,6,20771
Texas,48425,Somervell,0,8650
Minnesota,27053,Hennepin,311,1224763
Virginia,51079,Greene,0,19213
Colorado,08095,Phillips,0,4327
Connecticut,09005,Litchfield,21,184454
Nebraska,31139,Pierce,0,7175
South Dakota,46011,Brookings,0,33697
Illinois,17187,Warren,0,17429
Kentucky,21055,Crittenden,0,9154
Iowa,19055,Delaware,0,17326
Texas,48269,King,0,289
Colorado,08063,Kit Carson,0,7846
Kansas,20145,Pawnee,0,6776
North Carolina,37157,Rockingham,9,91566
Missouri,29013,Bates,0,16405
Oklahoma,40005,Atoka,0,13899
Illinois,17105,Livingston,5,36812
Georgia,13309,Wheeler,0,7952
North Dakota,38045,LaMoure,0,4106
Mississippi,28079,Leake,0,22936
Pennsylvania,42019,Butler,35,185984
Utah,49035,Salt Lake,282,1106700
Wisconsin,55061,Kewaunee,0,20378
Mississippi,28005,Amite,0,12574
Illinois,17159,Richland,8,15953
Kansas,20117,Marshall,0,9859
Illinois,17147,Piatt,0,16433
Wyoming,56039,Teton,6,22923
Tennessee,47103,Lincoln,7,33543
Colorado,08121,Washington,0,4809
Colorado,08027,Custer,0,4505
Virginia,51077,Grayson,0,15708
Virginia,51620,Franklin City,8,8334
Pennsylvania,42099,Perry,0,45878
Tennessee,47155,Sevier,16,95523
Oklahoma,40035,Craig,0,14563
Mississippi,28017,Chickasaw,0,17305
Minnesota,27057,Hubbard,0,20743
Iowa,19137,Montgomery,8,10239
Wisconsin,55035,Eau Claire,48,102388
Nebraska,31157,Scotts Bluff,22,36509
Virginia,51041,Chesterfield,106,335594
South Carolina,45065,McCormick,0,9694
Kansas,20007,Barber,0,4905
Tennessee,47041,DeKalb,4,19380
North Dakota,38019,Cavalier,0,3817
Virginia,51550,Chesapeake City,28,235410
West Virginia,54085,Ritchie,0,10005
Kansas,20037,Crawford,12,39099
Minnesota,27107,Norman,0,6589
Nevada,32031,Washoe,331,445551
Arkansas,05143,Washington,61,223683
Nebraska,31009,Blaine,0,502
Minnesota,27025,Chisago,10,54297
Georgia,13011,Banks,0,18363
Missouri,29181,Ripley,0,13807
Michigan,26115,Monroe,0,149619
Kansas,20181,Sherman,0,5999
Montana,30089,Sanders,0,11414
Louisiana,22023,Cameron,0,6806
Indiana,18085,Kosciusko,14,78720
South Dakota,46087,McCook,0,5515
Montana,30109,Wibaux,0,1121
Arkansas,05001,Arkansas,0,18352
Missouri,29063,DeKalb,0,12564
Georgia,13173,Lanier,0,10388
Missouri,29161,Phelps,18,44873
Iowa,19011,Benton,0,25646
Indiana,18143,Scott,4,23722
Georgia,13319,Wilkinson,0,9147
Missouri,29069,Dunklin,0,30905
Pennsylvania,42097,Northumberland,6,93038
Ohio,39109,Miami,10,104081
Texas,48423,Smith,194,222277
Louisiana,22077,Pointe Coupee,0,22271
Oklahoma,40061,Haskell,0,12746
Idaho,16033,Clark,0,1055
Montana,30099,Teton,0,6040
Indiana,18025,Crawford,0,10598
Texas,48005,Angelina,29,87700
Oklahoma,40129,Roger Mills,0,3734
Nevada,32003,Clark,535,2112436
Illinois,17065,Hamilton,0,8259
West Virginia,54069,Ohio,37,42906
Ohio,39163,Vinton,0,13142
Kansas,20157,Republic,0,4705
Maine,23025,Somerset,4,50994
Montana,30045,Judith Basin,0,1965
Illinois,17007,Boone,0,53638
Kentucky,21121,Knox,4,31424
Colorado,08081,Moffat,0,13056
New Mexico,35017,Grant,6,28382
Minnesota,27091,Martin,0,20084
North Carolina,37047,Columbus,10,56589
Nebraska,31131,Otoe,0,15875
West Virginia,54103,Wetzel,5,15793
Nevada,32019,Lyon,0,52303
Idaho,16071,Oneida,0,4284
Wisconsin,55081,Monroe,0,45303
Wisconsin,55107,Rusk,4,14211
Maine,23029,Washington,0,31822
Texas,48415,Scurry,0,17346
Alaska,02020,Anchorage,73,298225
Arkansas,05085,Lonoke,0,71568
Oklahoma,40057,Harmon,0,2758
Indiana,18089,Lake,188,488694
Kansas,20011,Bourbon,0,14757
Maryland,24017,Charles,10,156021
Indiana,18069,Huntington,0,36520
Tennessee,47079,Henry,6,32263
North Dakota,38041,Hettinger,0,2601
Texas,48441,Taylor,110,135371
Tennessee,47097,Lauderdale,0,26497
Nebraska,31013,Box Butte,0,11200
Colorado,08093,Park,0,16900
Mississippi,28137,Tate,0,28333
Minnesota,27033,Cottonwood,0,11437
Georgia,13297,Walton,7,88695
Indiana,18125,Pike,0,12471
Virginia,51081,Greensville,0,11606
New Mexico,35049,Santa Fe,22,147514
Oklahoma,40109,Oklahoma,300,774203
North Carolina,37105,Lee,8,59805
Montana,30001,Beaverhead,0,9360
Louisiana,22027,Claiborne,4,16296
Missouri,29053,Cooper,0,17620
Kentucky,21097,Harrison,6,18630
Michigan,26153,Schoolcraft,0,8114
New York,36081,Queens,129,2339280
Iowa,19189,Winnebago,0,10545
Iowa,19171,Tama,0,17236
Oklahoma,40047,Garfield,30,62421
California,06005,Amador,6,37306
Georgia,13289,Twiggs,0,8323
California,06041,Marin,66,260814
Kentucky,21017,Bourbon,4,20017
Pennsylvania,42017,Bucks,90,626486
Texas,48183,Gregg,66,123402
Ohio,39121,Noble,0,14498
Vermont,50009,Essex,0,6203
Louisiana,22055,Lafayette,80,238230
Utah,49043,Summit,4,39731
Texas,48149,Fayette,0,24963
Minnesota,27035,Crow Wing,16,63505
New York,36097,Schuyler,0,18112
Pennsylvania,42005,Armstrong,12,66737
Mississippi,28163,Yazoo,0,27496
Georgia,13145,Harris,0,33198
North Dakota,38089,Stark,4,30316
New York,36115,Washington,0,62183
North Carolina,37027,Caldwell,12,81805
Illinois,17191,Wayne,4,16569
Louisiana,22037,East Feliciana,0,19553
Missouri,29065,Dent,0,15566
Mississippi,28057,Itawamba,0,23439
Iowa,19193,Woodbury,33,102397
Missouri,29213,Taney,18,54308
Georgia,13243,Randolph,0,7206
Louisiana,22079,Rapides,26,132080
Utah,49055,Wayne,0,2700
New Hampshire,33005,Cheshire,27,76109
Nevada,32015,Lander,0,5887
Michigan,26063,Huron,4,31750
New York,36099,Seneca,0,34843
Illinois,17113,McLean,30,173231
Kansas,20063,Gove,0,2632
Indiana,18001,Adams,4,35018
Kansas,20195,Trego,0,2899
Illinois,17127,Massac,0,14594
Idaho,16085,Valley,0,10104
Tennessee,47023,Chester,0,17097
Michigan,26033,Chippewa,6,38023
Texas,48061,Cameron,104,420201
Indiana,18127,Porter,32,167391
Ohio,39035,Cuyahoga,680,1257401
Minnesota,27077,Lake of the Woods,0,3841
Ohio,39085,Lake,27,229701
Ohio,39037,Darke,6,51919
Michigan,26163,Wayne,586,1763822
Massachusetts,25001,Barnstable,34,213900
New York,36023,Cortland,12,48334
Wisconsin,55117,Sheboygan,13,115094
Virginia,51029,Buckingham,0,17048
Kentucky,21185,Oldham,8,64633
South Carolina,45013,Beaufort,24,179316
Arizona,04015,Mohave,80,204691
Washington,53039,Klickitat,0,21172
Ohio,39071,Highland,0,43031
Texas,48049,Brown,12,37787
New Jersey,34001,Atlantic,64,272926
Arkansas,05025,Cleveland,0,8332
Ohio,39031,Coshocton,7,36602
New York,36041,Hamilton,0,4646
Iowa,19127,Marshall,0,40476
Montana,30013,Cascade,20,81816
Missouri,29153,Ozark,0,9328
South Dakota,46089,McPherson,0,2366
Tennessee,47011,Bradley,27,103666
South Carolina,45045,Greenville,137,490332
Texas,48199,Hardin,0,55993
Texas,48397,Rockwall,6,90414
Minnesota,27139,Scott,0,141463
Texas,48205,Hartley,0,5821
Michigan,26053,Gogebic,5,15577
Texas,48285,Lavaca,3,19859
Iowa,19169,Story,14,95888
Florida,12131,Walton,28,63457
Missouri,29095,Jackson,274,688554
Ohio,39047,Fayette,6,28659
South Dakota,46135,Yankton,10,22660
California,06009,Calaveras,0,45057
South Carolina,45069,Marlboro,0,27505
Mississippi,28157,Wilkinson,0,9084
North Dakota,38063,Nelson,0,2971
Oklahoma,40113,Osage,0,47350
Kentucky,21021,Boyle,22,29773
Iowa,19021,Buena Vista,5,20369
Wyoming,56033,Sheridan,11,29964
South Dakota,46127,Union,0,14929
Missouri,29163,Pike,0,18517
Washington,53023,Garfield,0,2226
California,06075,San Francisco,337,864263
Florida,12021,Collier,73,356774
Iowa,19089,Howard,0,9321
Missouri,29203,Shannon,0,8273
Indiana,18059,Hancock,24,72776
Missouri,29093,Iron,0,10286
Minnesota,27151,Swift,0,9448
Missouri,29091,Howell,12,40139
Arkansas,05101,Newton,0,7898
Nebraska,31031,Cherry,0,5792
West Virginia,54093,Tucker,0,7035
Mississippi,28143,Tunica,0,10276
New York,36083,Rensselaer,12,159800
North Carolina,37191,Wayne,16,124496
Georgia,13225,Peach,0,27027
Alabama,01127,Walker,12,64927
Virginia,51073,Gloucester,7,37035
Wisconsin,55133,Waukesha,64,396731
Michigan,26055,Grand Traverse,20,91222
Utah,49051,Wasatch,0,29306
North Carolina,37109,Lincoln,10,80504
Georgia,13293,Upson,28,26241
Kentucky,21075,Fulton,0,6259
Connecticut,09007,Middlesex,24,164110
Colorado,08047,Gilpin,0,5793
